"2017 NAICS Code","2017 NAICS Title","GHG","Unit","Supply Chain Emission Factors without Margins","Margins of Supply Chain Emission Factors","Supply Chain Emission Factors with Margins","Reference USEEIO Code"
424820,"Wine and Distilled Alcoholic Beverage Merchant Wholesalers","Perfluorocyclobutane","kg/2021 USD, purchaser price","5.89e-10","0.00e+00","5.89e-10","424A00"
424820,"Wine and Distilled Alcoholic Beverage Merchant Wholesalers","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.11e-08","0.00e+00","1.11e-08","424A00"
424820,"Wine and Distilled Alcoholic Beverage Merchant Wholesalers","Nitrous oxide","kg/2021 USD, purchaser price","6.23e-05","0.00e+00","6.23e-05","424A00"
424820,"Wine and Distilled Alcoholic Beverage Merchant Wholesalers","Perfluoropropane","kg/2021 USD, purchaser price","6.87e-10","0.00e+00","6.87e-10","424A00"
424820,"Wine and Distilled Alcoholic Beverage Merchant Wholesalers","Methane","kg/2021 USD, purchaser price","5.96e-04","0.00e+00","5.96e-04","424A00"
424910,"Farm Supplies Merchant Wholesalers","HFC-23","kg/2021 USD, purchaser price","4.86e-08","0.00e+00","4.86e-08","424A00"
424910,"Farm Supplies Merchant Wholesalers","Hexafluoroethane","kg/2021 USD, purchaser price","6.88e-09","0.00e+00","6.88e-09","424A00"
424910,"Farm Supplies Merchant Wholesalers","HFC-134a","kg/2021 USD, purchaser price","1.07e-06","0.00e+00","1.07e-06","424A00"
424910,"Farm Supplies Merchant Wholesalers","Carbon tetrafluoride","kg/2021 USD, purchaser price","2.57e-08","0.00e+00","2.57e-08","424A00"
424910,"Farm Supplies Merchant Wholesalers","HFC-125","kg/2021 USD, purchaser price","4.19e-07","0.00e+00","4.19e-07","424A00"
424910,"Farm Supplies Merchant Wholesalers","HFC-143a","kg/2021 USD, purchaser price","1.56e-07","0.00e+00","1.56e-07","424A00"
424910,"Farm Supplies Merchant Wholesalers","HFC-236fa","kg/2021 USD, purchaser price","2.82e-09","0.00e+00","2.82e-09","424A00"
424910,"Farm Supplies Merchant Wholesalers","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","4.22e-07","0.00e+00","4.22e-07","424A00"
424910,"Farm Supplies Merchant Wholesalers","Nitrogen trifluoride","kg/2021 USD, purchaser price","2.11e-09","0.00e+00","2.11e-09","424A00"
424910,"Farm Supplies Merchant Wholesalers","Carbon dioxide","kg/2021 USD, purchaser price","1.48e-01","0.00e+00","1.48e-01","424A00"
424910,"Farm Supplies Merchant Wholesalers","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.11e-08","0.00e+00","1.11e-08","424A00"
424910,"Farm Supplies Merchant Wholesalers","Nitrous oxide","kg/2021 USD, purchaser price","6.23e-05","0.00e+00","6.23e-05","424A00"
424910,"Farm Supplies Merchant Wholesalers","Perfluoropropane","kg/2021 USD, purchaser price","6.87e-10","0.00e+00","6.87e-10","424A00"
424910,"Farm Supplies Merchant Wholesalers","HFC-32","kg/2021 USD, purchaser price","2.53e-07","0.00e+00","2.53e-07","424A00"
424910,"Farm Supplies Merchant Wholesalers","Methane","kg/2021 USD, purchaser price","5.96e-04","0.00e+00","5.96e-04","424A00"
424910,"Farm Supplies Merchant Wholesalers","Perfluorocyclobutane","kg/2021 USD, purchaser price","5.89e-10","0.00e+00","5.89e-10","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","Hexafluoroethane","kg/2021 USD, purchaser price","6.88e-09","0.00e+00","6.88e-09","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","HFC-134a","kg/2021 USD, purchaser price","1.07e-06","0.00e+00","1.07e-06","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","Carbon tetrafluoride","kg/2021 USD, purchaser price","2.57e-08","0.00e+00","2.57e-08","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","HFC-143a","kg/2021 USD, purchaser price","1.56e-07","0.00e+00","1.56e-07","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","HFC-236fa","kg/2021 USD, purchaser price","2.82e-09","0.00e+00","2.82e-09","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","4.22e-07","0.00e+00","4.22e-07","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","HFC-125","kg/2021 USD, purchaser price","4.19e-07","0.00e+00","4.19e-07","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","Carbon dioxide","kg/2021 USD, purchaser price","1.48e-01","0.00e+00","1.48e-01","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.11e-08","0.00e+00","1.11e-08","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","Nitrous oxide","kg/2021 USD, purchaser price","6.23e-05","0.00e+00","6.23e-05","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","HFC-23","kg/2021 USD, purchaser price","4.86e-08","0.00e+00","4.86e-08","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","HFC-32","kg/2021 USD, purchaser price","2.53e-07","0.00e+00","2.53e-07","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","Methane","kg/2021 USD, purchaser price","5.96e-04","0.00e+00","5.96e-04","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","Perfluoropropane","kg/2021 USD, purchaser price","6.87e-10","0.00e+00","6.87e-10","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","Nitrogen trifluoride","kg/2021 USD, purchaser price","2.11e-09","0.00e+00","2.11e-09","424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","Perfluorocyclobutane","kg/2021 USD, purchaser price","5.89e-10","0.00e+00","5.89e-10","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Hexafluoroethane","kg/2021 USD, purchaser price","6.88e-09","0.00e+00","6.88e-09","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Carbon dioxide","kg/2021 USD, purchaser price","1.48e-01","0.00e+00","1.48e-01","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.11e-08","0.00e+00","1.11e-08","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","HFC-23","kg/2021 USD, purchaser price","4.86e-08","0.00e+00","4.86e-08","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","HFC-32","kg/2021 USD, purchaser price","2.53e-07","0.00e+00","2.53e-07","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Methane","kg/2021 USD, purchaser price","5.96e-04","0.00e+00","5.96e-04","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","HFC-134a","kg/2021 USD, purchaser price","1.07e-06","0.00e+00","1.07e-06","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Carbon tetrafluoride","kg/2021 USD, purchaser price","2.57e-08","0.00e+00","2.57e-08","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","HFC-125","kg/2021 USD, purchaser price","4.19e-07","0.00e+00","4.19e-07","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","HFC-143a","kg/2021 USD, purchaser price","1.56e-07","0.00e+00","1.56e-07","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","HFC-236fa","kg/2021 USD, purchaser price","2.82e-09","0.00e+00","2.82e-09","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","4.22e-07","0.00e+00","4.22e-07","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Nitrogen trifluoride","kg/2021 USD, purchaser price","2.11e-09","0.00e+00","2.11e-09","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Perfluorocyclobutane","kg/2021 USD, purchaser price","5.89e-10","0.00e+00","5.89e-10","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Nitrous oxide","kg/2021 USD, purchaser price","6.23e-05","0.00e+00","6.23e-05","424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Perfluoropropane","kg/2021 USD, purchaser price","6.87e-10","0.00e+00","6.87e-10","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","Hexafluoroethane","kg/2021 USD, purchaser price","6.88e-09","0.00e+00","6.88e-09","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","HFC-143a","kg/2021 USD, purchaser price","1.56e-07","0.00e+00","1.56e-07","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","HFC-236fa","kg/2021 USD, purchaser price","2.82e-09","0.00e+00","2.82e-09","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","Carbon tetrafluoride","kg/2021 USD, purchaser price","2.57e-08","0.00e+00","2.57e-08","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","HFC-125","kg/2021 USD, purchaser price","4.19e-07","0.00e+00","4.19e-07","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","Carbon dioxide","kg/2021 USD, purchaser price","1.48e-01","0.00e+00","1.48e-01","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.11e-08","0.00e+00","1.11e-08","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","HFC-134a","kg/2021 USD, purchaser price","1.07e-06","0.00e+00","1.07e-06","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","HFC-23","kg/2021 USD, purchaser price","4.86e-08","0.00e+00","4.86e-08","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","HFC-32","kg/2021 USD, purchaser price","2.53e-07","0.00e+00","2.53e-07","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","Methane","kg/2021 USD, purchaser price","5.96e-04","0.00e+00","5.96e-04","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","Nitrous oxide","kg/2021 USD, purchaser price","6.23e-05","0.00e+00","6.23e-05","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","Perfluoropropane","kg/2021 USD, purchaser price","6.87e-10","0.00e+00","6.87e-10","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","Nitrogen trifluoride","kg/2021 USD, purchaser price","2.11e-09","0.00e+00","2.11e-09","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","Perfluorocyclobutane","kg/2021 USD, purchaser price","5.89e-10","0.00e+00","5.89e-10","424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","4.22e-07","0.00e+00","4.22e-07","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","HFC-143a","kg/2021 USD, purchaser price","1.56e-07","0.00e+00","1.56e-07","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","Perfluoropropane","kg/2021 USD, purchaser price","6.87e-10","0.00e+00","6.87e-10","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","HFC-125","kg/2021 USD, purchaser price","4.19e-07","0.00e+00","4.19e-07","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","Perfluorocyclobutane","kg/2021 USD, purchaser price","5.89e-10","0.00e+00","5.89e-10","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.11e-08","0.00e+00","1.11e-08","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","HFC-134a","kg/2021 USD, purchaser price","1.07e-06","0.00e+00","1.07e-06","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","HFC-23","kg/2021 USD, purchaser price","4.86e-08","0.00e+00","4.86e-08","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","Carbon dioxide","kg/2021 USD, purchaser price","1.48e-01","0.00e+00","1.48e-01","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","Hexafluoroethane","kg/2021 USD, purchaser price","6.88e-09","0.00e+00","6.88e-09","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","Nitrous oxide","kg/2021 USD, purchaser price","6.23e-05","0.00e+00","6.23e-05","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","Carbon tetrafluoride","kg/2021 USD, purchaser price","2.57e-08","0.00e+00","2.57e-08","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","Nitrogen trifluoride","kg/2021 USD, purchaser price","2.11e-09","0.00e+00","2.11e-09","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","HFC-32","kg/2021 USD, purchaser price","2.53e-07","0.00e+00","2.53e-07","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","HFC-236fa","kg/2021 USD, purchaser price","2.82e-09","0.00e+00","2.82e-09","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","4.22e-07","0.00e+00","4.22e-07","424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","Methane","kg/2021 USD, purchaser price","5.96e-04","0.00e+00","5.96e-04","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","HFC-134a","kg/2021 USD, purchaser price","1.07e-06","0.00e+00","1.07e-06","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","Carbon dioxide","kg/2021 USD, purchaser price","1.48e-01","0.00e+00","1.48e-01","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","HFC-236fa","kg/2021 USD, purchaser price","2.82e-09","0.00e+00","2.82e-09","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","HFC-23","kg/2021 USD, purchaser price","4.86e-08","0.00e+00","4.86e-08","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","HFC-125","kg/2021 USD, purchaser price","4.19e-07","0.00e+00","4.19e-07","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","HFC-143a","kg/2021 USD, purchaser price","1.56e-07","0.00e+00","1.56e-07","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","Methane","kg/2021 USD, purchaser price","5.96e-04","0.00e+00","5.96e-04","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","Carbon tetrafluoride","kg/2021 USD, purchaser price","2.57e-08","0.00e+00","2.57e-08","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","Perfluoropropane","kg/2021 USD, purchaser price","6.87e-10","0.00e+00","6.87e-10","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","HFC-32","kg/2021 USD, purchaser price","2.53e-07","0.00e+00","2.53e-07","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","Hexafluoroethane","kg/2021 USD, purchaser price","6.88e-09","0.00e+00","6.88e-09","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","Nitrous oxide","kg/2021 USD, purchaser price","6.23e-05","0.00e+00","6.23e-05","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","4.22e-07","0.00e+00","4.22e-07","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","Nitrogen trifluoride","kg/2021 USD, purchaser price","2.11e-09","0.00e+00","2.11e-09","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","Perfluorocyclobutane","kg/2021 USD, purchaser price","5.89e-10","0.00e+00","5.89e-10","424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","Sulfur hexafluoride","kg/2021 USD, purchaser price","1.11e-08","0.00e+00","1.11e-08","424A00"
425110,"Business to Business Electronic Markets","Carbon dioxide","kg/2021 USD, purchaser price","4.29e-02","0.00e+00","4.29e-02","425000"
425110,"Business to Business Electronic Markets","Carbon tetrafluoride","kg/2021 USD, purchaser price","8.93e-09","0.00e+00","8.93e-09","425000"
425110,"Business to Business Electronic Markets","Hexafluoroethane","kg/2021 USD, purchaser price","2.45e-09","0.00e+00","2.45e-09","425000"
425110,"Business to Business Electronic Markets","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","1.57e-07","0.00e+00","1.57e-07","425000"
425110,"Business to Business Electronic Markets","HFC-125","kg/2021 USD, purchaser price","1.56e-07","0.00e+00","1.56e-07","425000"
425110,"Business to Business Electronic Markets","Methane","kg/2021 USD, purchaser price","1.59e-04","0.00e+00","1.59e-04","425000"
425110,"Business to Business Electronic Markets","HFC-134a","kg/2021 USD, purchaser price","4.00e-07","0.00e+00","4.00e-07","425000"
425110,"Business to Business Electronic Markets","Nitrogen trifluoride","kg/2021 USD, purchaser price","7.80e-10","0.00e+00","7.80e-10","425000"
425110,"Business to Business Electronic Markets","HFC-143a","kg/2021 USD, purchaser price","5.81e-08","0.00e+00","5.81e-08","425000"
425110,"Business to Business Electronic Markets","Nitrous oxide","kg/2021 USD, purchaser price","8.03e-06","0.00e+00","8.03e-06","425000"
425110,"Business to Business Electronic Markets","HFC-23","kg/2021 USD, purchaser price","2.48e-09","0.00e+00","2.48e-09","425000"
425110,"Business to Business Electronic Markets","Perfluorocyclobutane","kg/2021 USD, purchaser price","2.17e-10","0.00e+00","2.17e-10","425000"
425110,"Business to Business Electronic Markets","HFC-236fa","kg/2021 USD, purchaser price","1.05e-09","0.00e+00","1.05e-09","425000"
425110,"Business to Business Electronic Markets","Perfluoropropane","kg/2021 USD, purchaser price","2.53e-10","0.00e+00","2.53e-10","425000"
425110,"Business to Business Electronic Markets","HFC-32","kg/2021 USD, purchaser price","9.42e-08","0.00e+00","9.42e-08","425000"
425110,"Business to Business Electronic Markets","Sulfur hexafluoride","kg/2021 USD, purchaser price","4.31e-09","0.00e+00","4.31e-09","425000"
425120,"Wholesale Trade Agents and Brokers","Carbon dioxide","kg/2021 USD, purchaser price","4.29e-02","0.00e+00","4.29e-02","425000"
425120,"Wholesale Trade Agents and Brokers","HFC-236fa","kg/2021 USD, purchaser price","1.05e-09","0.00e+00","1.05e-09","425000"
425120,"Wholesale Trade Agents and Brokers","Carbon tetrafluoride","kg/2021 USD, purchaser price","8.93e-09","0.00e+00","8.93e-09","425000"
425120,"Wholesale Trade Agents and Brokers","HFC-32","kg/2021 USD, purchaser price","9.42e-08","0.00e+00","9.42e-08","425000"
425120,"Wholesale Trade Agents and Brokers","Hexafluoroethane","kg/2021 USD, purchaser price","2.45e-09","0.00e+00","2.45e-09","425000"
425120,"Wholesale Trade Agents and Brokers","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","1.57e-07","0.00e+00","1.57e-07","425000"
425120,"Wholesale Trade Agents and Brokers","HFC-125","kg/2021 USD, purchaser price","1.56e-07","0.00e+00","1.56e-07","425000"
425120,"Wholesale Trade Agents and Brokers","Methane","kg/2021 USD, purchaser price","1.59e-04","0.00e+00","1.59e-04","425000"
425120,"Wholesale Trade Agents and Brokers","HFC-134a","kg/2021 USD, purchaser price","4.00e-07","0.00e+00","4.00e-07","425000"
425120,"Wholesale Trade Agents and Brokers","Nitrogen trifluoride","kg/2021 USD, purchaser price","7.80e-10","0.00e+00","7.80e-10","425000"
425120,"Wholesale Trade Agents and Brokers","HFC-143a","kg/2021 USD, purchaser price","5.81e-08","0.00e+00","5.81e-08","425000"
425120,"Wholesale Trade Agents and Brokers","Nitrous oxide","kg/2021 USD, purchaser price","8.03e-06","0.00e+00","8.03e-06","425000"
425120,"Wholesale Trade Agents and Brokers","HFC-23","kg/2021 USD, purchaser price","2.48e-09","0.00e+00","2.48e-09","425000"
425120,"Wholesale Trade Agents and Brokers","Perfluorocyclobutane","kg/2021 USD, purchaser price","2.17e-10","0.00e+00","2.17e-10","425000"
425120,"Wholesale Trade Agents and Brokers","Perfluoropropane","kg/2021 USD, purchaser price","2.53e-10","0.00e+00","2.53e-10","425000"
425120,"Wholesale Trade Agents and Brokers","Sulfur hexafluoride","kg/2021 USD, purchaser price","4.31e-09","0.00e+00","4.31e-09","425000"
441110,"New Car Dealers","Methane","kg/2021 USD, purchaser price","3.40e-04","0.00e+00","3.40e-04","441000"
441110,"New Car Dealers","HFC-32","kg/2021 USD, purchaser price","1.09e-07","0.00e+00","1.09e-07","441000"
441110,"New Car Dealers","Nitrogen trifluoride","kg/2021 USD, purchaser price","8.26e-10","0.00e+00","8.26e-10","441000"
441110,"New Car Dealers","HFC-23","kg/2021 USD, purchaser price","3.66e-09","0.00e+00","3.66e-09","441000"
441110,"New Car Dealers","Perfluorocyclobutane","kg/2021 USD, purchaser price","2.30e-10","0.00e+00","2.30e-10","441000"
441110,"New Car Dealers","Nitrous oxide","kg/2021 USD, purchaser price","9.21e-06","0.00e+00","9.21e-06","441000"
441110,"New Car Dealers","Perfluoropropane","kg/2021 USD, purchaser price","2.68e-10","0.00e+00","2.68e-10","441000"
441110,"New Car Dealers","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","1.82e-07","0.00e+00","1.82e-07","441000"
441110,"New Car Dealers","HFC-134a","kg/2021 USD, purchaser price","4.66e-07","0.00e+00","4.66e-07","441000"
441110,"New Car Dealers","Sulfur hexafluoride","kg/2021 USD, purchaser price","9.30e-09","0.00e+00","9.30e-09","441000"
441110,"New Car Dealers","HFC-236fa","kg/2021 USD, purchaser price","1.22e-09","0.00e+00","1.22e-09","441000"
441110,"New Car Dealers","HFC-143a","kg/2021 USD, purchaser price","6.74e-08","0.00e+00","6.74e-08","441000"
441110,"New Car Dealers","Carbon dioxide","kg/2021 USD, purchaser price","9.01e-02","0.00e+00","9.01e-02","441000"
441110,"New Car Dealers","Hexafluoroethane","kg/2021 USD, purchaser price","3.84e-09","0.00e+00","3.84e-09","441000"
441110,"New Car Dealers","Carbon tetrafluoride","kg/2021 USD, purchaser price","1.74e-08","0.00e+00","1.74e-08","441000"
441110,"New Car Dealers","HFC-125","kg/2021 USD, purchaser price","1.81e-07","0.00e+00","1.81e-07","441000"
441120,"Used Car Dealers","Carbon dioxide","kg/2021 USD, purchaser price","9.01e-02","0.00e+00","9.01e-02","441000"
441120,"Used Car Dealers","Hexafluoroethane","kg/2021 USD, purchaser price","3.84e-09","0.00e+00","3.84e-09","441000"
441120,"Used Car Dealers","HFC-23","kg/2021 USD, purchaser price","3.66e-09","0.00e+00","3.66e-09","441000"
441120,"Used Car Dealers","HFC-32","kg/2021 USD, purchaser price","1.09e-07","0.00e+00","1.09e-07","441000"
441120,"Used Car Dealers","Nitrous oxide","kg/2021 USD, purchaser price","9.21e-06","0.00e+00","9.21e-06","441000"
441120,"Used Car Dealers","Perfluoropropane","kg/2021 USD, purchaser price","2.68e-10","0.00e+00","2.68e-10","441000"
441120,"Used Car Dealers","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","1.82e-07","0.00e+00","1.82e-07","441000"
441120,"Used Car Dealers","Carbon tetrafluoride","kg/2021 USD, purchaser price","1.74e-08","0.00e+00","1.74e-08","441000"
441120,"Used Car Dealers","HFC-125","kg/2021 USD, purchaser price","1.81e-07","0.00e+00","1.81e-07","441000"
441120,"Used Car Dealers","HFC-236fa","kg/2021 USD, purchaser price","1.22e-09","0.00e+00","1.22e-09","441000"
441120,"Used Car Dealers","HFC-143a","kg/2021 USD, purchaser price","6.74e-08","0.00e+00","6.74e-08","441000"
441120,"Used Car Dealers","Perfluorocyclobutane","kg/2021 USD, purchaser price","2.30e-10","0.00e+00","2.30e-10","441000"
441120,"Used Car Dealers","Sulfur hexafluoride","kg/2021 USD, purchaser price","9.30e-09","0.00e+00","9.30e-09","441000"
441120,"Used Car Dealers","Methane","kg/2021 USD, purchaser price","3.40e-04","0.00e+00","3.40e-04","441000"
441120,"Used Car Dealers","HFC-134a","kg/2021 USD, purchaser price","4.66e-07","0.00e+00","4.66e-07","441000"
441120,"Used Car Dealers","Nitrogen trifluoride","kg/2021 USD, purchaser price","8.26e-10","0.00e+00","8.26e-10","441000"
441210,"Recreational Vehicle Dealers","Perfluoropropane","kg/2021 USD, purchaser price","2.68e-10","0.00e+00","2.68e-10","441000"
441210,"Recreational Vehicle Dealers","Sulfur hexafluoride","kg/2021 USD, purchaser price","9.30e-09","0.00e+00","9.30e-09","441000"
441210,"Recreational Vehicle Dealers","Carbon dioxide","kg/2021 USD, purchaser price","9.01e-02","0.00e+00","9.01e-02","441000"
441210,"Recreational Vehicle Dealers","HFC-236fa","kg/2021 USD, purchaser price","1.22e-09","0.00e+00","1.22e-09","441000"
441210,"Recreational Vehicle Dealers","HFC-23","kg/2021 USD, purchaser price","3.66e-09","0.00e+00","3.66e-09","441000"
441210,"Recreational Vehicle Dealers","Carbon tetrafluoride","kg/2021 USD, purchaser price","1.74e-08","0.00e+00","1.74e-08","441000"
441210,"Recreational Vehicle Dealers","Nitrous oxide","kg/2021 USD, purchaser price","9.21e-06","0.00e+00","9.21e-06","441000"
441210,"Recreational Vehicle Dealers","Methane","kg/2021 USD, purchaser price","3.40e-04","0.00e+00","3.40e-04","441000"
441210,"Recreational Vehicle Dealers","Hexafluoroethane","kg/2021 USD, purchaser price","3.84e-09","0.00e+00","3.84e-09","441000"
441210,"Recreational Vehicle Dealers","Perfluorocyclobutane","kg/2021 USD, purchaser price","2.30e-10","0.00e+00","2.30e-10","441000"
441210,"Recreational Vehicle Dealers","HFC-32","kg/2021 USD, purchaser price","1.09e-07","0.00e+00","1.09e-07","441000"
441210,"Recreational Vehicle Dealers","HFC-125","kg/2021 USD, purchaser price","1.81e-07","0.00e+00","1.81e-07","441000"
441210,"Recreational Vehicle Dealers","HFC-143a","kg/2021 USD, purchaser price","6.74e-08","0.00e+00","6.74e-08","441000"
441210,"Recreational Vehicle Dealers","HFC-134a","kg/2021 USD, purchaser price","4.66e-07","0.00e+00","4.66e-07","441000"
441210,"Recreational Vehicle Dealers","Nitrogen trifluoride","kg/2021 USD, purchaser price","8.26e-10","0.00e+00","8.26e-10","441000"
441210,"Recreational Vehicle Dealers","HFCs and PFCs, unspecified","kg/2021 USD, purchaser price","1.82e-07","0.00e+00","1.82e-07","441000"
441222,"Boat Dealers","Nitrous oxide","kg/2021 USD, purchaser price","9.21e-06","0.00e+00","9.21e-06","441000"
441222,"Boat Dealers","Perfluoropropane","kg/2021 USD, purchaser price","2.68e-10","0.00e+00","2.68e-10","441000"
441222,"Boat Dealers","Perfluorocyclobutane","kg/2021 USD, purchaser price","2.30e-10","0.00e+00","2.30e-10","441000"
441222,"Boat Dealers","Sulfur hexafluoride","kg/2021 USD, purchaser price","9.30e-09","0.00e+00","9.30e-09","441000"
441222,"Boat Dealers","Methane","kg/2021 USD, purchaser price","3.40e-04","0.00e+00","3.40e-04","441000"
441222,"Boat Dealers","HFC-32","kg/2021 USD, purchaser price","1.09e-07","0.00e+00","1.09e-07","441000"
441222,"Boat Dealers","Carbon dioxide","kg/2021 USD, purchaser price","9.01e-02","0.00e+00","9.01e-02","441000"
441222,"Boat Dealers","Nitrogen trifluoride","kg/2021 USD, purchaser price","8.26e-10","0.00e+00","8.26e-10","441000"
441222,"Boat Dealers","HFC-23","kg/2021 USD, purchaser price","3.66e-09","0.00e+00","3.66e-09","441000"
441222,"Boat Dealers","Carbon tetrafluoride","kg/2021 USD, purchaser price","1.74e-08","0.00e+00","1.74e-08","441000"
